district,total_load,Avg_Service_Min,Stress_Level_Percent,Est_Wait_Time_Mins,Optimal_Counters
Sikar,35317.0,9.215555807237102,13561.074351841364,480.0,798.0
Gwalior,40513.0,8.032161721873921,13558.623659928257,480.0,798.0
Fatehpur,37131.0,8.762657546051923,13556.926555935579,480.0,798.0
Palamu,40739.0,7.980976926853216,13547.375792628049,480.0,797.0
Rae Bareli,45912.0,7.079694204255875,13543.45501274149,480.0,797.0
Puruliya,42883.0,7.579400242514691,13542.809191656563,480.0,797.0
Fatehpur,37035.0,8.77241062749757,13536.926149557186,480.0,797.0
Banaskantha,33108.0,9.805490954121236,13526.674771210244,480.0,796.0
Sonitpur,29028.0,11.180888077439802,13523.28412966344,480.0,796.0
Bhilwara,40810.0,7.9498174511773785,13518.002090939535,480.0,796.0
Bikaner,40054.0,8.09137436025465,13503.82952606832,480.0,795.0
Srikakulam,42132.0,7.690171599458856,13500.096242850022,480.0,795.0
Bastar,36399.0,8.899862637362638,13497.754172390109,480.0,794.0
Nellore,32379.0,10.00169857936998,13493.541595892526,480.0,794.0
Dehradun,37603.0,8.60799383044357,13486.933000257068,480.0,794.0
Nalgonda,38699.0,8.356201550387597,13474.0268249354,480.0,793.0
Tiruchirappalli,22737.0,14.22046793913273,13472.11581383587,480.0,793.0
Bishnupur,28368.0,11.396947372131551,13471.191793859494,480.0,793.0
Karbi Anglong,27861.0,11.604156198406432,13470.974826825064,480.0,793.0
Rae Bareli,35698.0,9.054875486708312,13468.372713521387,480.0,793.0
Dehradun,31440.0,10.279253204414617,13465.821697783147,480.0,793.0
Banaskantha,32795.0,9.851353823637028,13461.464526924015,480.0,792.0
Pudukkottai,29304.0,11.024739805493944,13461.207302508106,480.0,792.0
Deoria,42527.0,7.59464352896915,13457.39188985296,480.0,792.0
Churu,33435.0,9.658302428520157,13455.222570732145,480.0,792.0
Mahabubnagar,39345.0,8.204518883749301,13450.283145046513,480.0,792.0
Puruliya,49199.0,6.5600609756097565,13447.851664126018,480.0,792.0
Giridih,42580.0,7.5780277588595855,13444.684248843381,480.0,791.0
Supaul,40138.0,8.038067714691447,13442.998413845222,480.0,791.0
Sagar,35692.0,9.03538508951335,13437.123525621268,480.0,791.0
Samastipur,24897.0,12.94903205076713,13433.002123664552,480.0,791.0
Kamrup Metro,26196.0,12.302172004427987,13427.820742833148,480.0,790.0
Amroha,39643.0,8.124936938754919,13420.703127627552,480.0,790.0
Bemetara,29870.0,10.782364165913428,13419.550734826422,480.0,790.0
East Delhi,46339.0,6.949179974104445,13417.418784167745,480.0,790.0
Warangal,31378.0,10.2603652124032,13414.572484782817,480.0,790.0
Mahasamund,42382.0,7.589835547271312,13403.017090185529,480.0,789.0
Warangal,31307.0,10.272294621183084,13399.78032105745,480.0,789.0
Ludhiana,23034.0,13.96006077707836,13398.168330800954,480.0,789.0
Mungeli,33005.0,9.739592801308852,13393.969183633277,480.0,788.0
Gonda,41901.0,7.671352202758818,13393.222026991552,480.0,788.0
Ghazipur,44143.0,7.281057448350852,13391.988289272987,480.0,788.0
Vadodara,39612.0,8.112993209299978,13390.495291949614,480.0,788.0
Ludhiana,40809.0,7.871477579024749,13384.463688434207,480.0,788.0
Dhanbad,47272.0,6.795210796860787,13384.30019955013,480.0,788.0
Latur,39616.0,8.10636847817856,13380.912234646743,480.0,788.0
Satna,31447.0,10.210665225133553,13378.94955561562,480.0,787.0
Siwan,40609.0,7.904826397439054,13375.29563223344,480.0,787.0
Churu,38310.0,8.376706428962962,13371.317637232127,480.0,787.0
Mathura,40188.0,7.984771952524323,13370.50063450198,480.0,787.0
Villupuram,21921.0,14.638034850834778,13370.015081881218,480.0,787.0
Osmanabad,43033.0,7.45561648928754,13368.231015979614,480.0,787.0
Nainital,33851.0,9.477874276261373,13368.146755238487,480.0,787.0
Gautam Buddha Nagar,46595.0,6.884389217958623,13365.75481711592,480.0,787.0
Mahabubnagar,22683.0,14.135734438370658,13360.036011065069,480.0,786.0
Nalanda,42049.0,7.6239001189060644,13357.39067082838,480.0,786.0
Ranchi,34684.0,9.237422516938159,13349.61510739513,480.0,786.0
Nellore,31687.0,10.110925271396113,13349.370378113694,480.0,786.0
Chamba,21633.0,14.807941203660905,13347.508002449847,480.0,786.0
South West Delhi,45586.0,7.027003312347818,13347.20720819532,480.0,786.0
Patna,24792.0,12.917355705239382,13343.628443512282,480.0,785.0
Mirzapur,38583.0,8.299942981546755,13343.195835709103,480.0,785.0
Sultanpur,36550.0,8.759267872288035,13339.63503050532,480.0,785.0
Tiruchirappalli,32145.0,9.957848565917999,13337.293422976418,480.0,785.0
Mahasamund,42052.0,7.610158609373886,13334.266243391277,480.0,785.0
Betul,30841.0,10.374002982945335,13331.026083209044,480.0,785.0
Jalpaiguri,50418.0,6.345425335686944,13330.152273944346,480.0,785.0
Anantapur,31189.0,10.254408464251362,13326.031066313988,480.0,784.0
Kamrup Metro,25705.0,12.441647864311834,13325.523264672322,480.0,784.0
Rohtas,39802.0,8.03180664774012,13320.082008056346,480.0,784.0
Aligarh,24594.0,12.996950599715388,13318.625127058345,480.0,784.0
Korba,39097.0,8.175482121847665,13318.201021578257,480.0,784.0
Katni,35170.0,9.088169230331808,13317.954659615403,480.0,784.0
Dhanbad,35828.0,8.91121717044852,13302.9620326179,480.0,783.0
Supaul,39452.0,8.090892961245025,13300.079546126613,480.0,783.0
Tiruchirappalli,31960.0,9.986546103063109,13298.750560579041,480.0,783.0
Chhindwara,43762.0,7.2922331650024,13296.779490284789,480.0,783.0
Srikakulam,41097.0,7.757920093435204,13284.468419996108,480.0,782.0
Sambhal,34404.0,9.263769800901033,13279.61400959163,480.0,782.0
South West Delhi,43275.0,7.364243460578612,13278.651489855807,480.0,782.0
Ranchi,43946.0,7.251006894668578,13277.197874712723,480.0,782.0
Vadodara,39055.0,8.157389389594428,13274.4517754421,480.0,781.0
Pali,27680.0,11.505003431956938,13269.103958190337,480.0,781.0
Mirzapur,38219.0,8.331371009942439,13267.361192874585,480.0,781.0
Bongaigaon,21591.0,14.744581326417192,13264.593975778063,480.0,781.0
Jalpaiguri,50310.0,6.326847011587923,13262.653048041184,480.0,781.0
Bharatpur,31317.0,10.162366690082381,13260.618234721247,480.0,781.0
Mathura,39647.0,8.025499394673124,13257.790604191889,480.0,780.0
Bhilwara,36272.0,8.769608248559535,13253.801266322978,480.0,780.0
Betul,30469.0,10.43961273383656,13253.52334946942,480.0,780.0
Una,23220.0,13.692778088798931,13247.762800912966,480.0,780.0
South West Delhi,45416.0,6.9971596538741,13240.958451681086,480.0,779.0
Muzaffarnagar,43513.0,7.300983591487797,13236.987459017018,480.0,779.0
Puruliya,41410.0,7.671150177489073,13235.930368742607,480.0,779.0
Jhalawar,41003.0,7.7469271290605795,13235.302211369622,480.0,779.0
Begusarai,38681.0,8.20394498733261,13222.366502292194,480.0,778.0
Kamrup Metro,25187.0,12.594687946641258,13217.600221335557,480.0,778.0
Pudukkottai,29977.0,10.581593168323437,13216.850766951318,480.0,778.0
Sonitpur,27554.0,11.511522409726002,13216.187019899595,480.0,778.0
Mathura,34525.0,9.184237965591148,13211.908990084765,480.0,778.0
Sonitpur,27531.0,11.51696208048816,13211.39512657998,480.0,778.0
Pudukkottai,29948.0,10.58699789642392,13210.808875087647,480.0,778.0
Begusarai,42218.0,7.5079940311234274,13207.18716691537,480.0,777.0
Sultanpur,36336.0,8.722514241682033,13205.886561906598,480.0,777.0
Sagar,34564.0,9.167076522493852,13202.11803847823,480.0,777.0
Palamu,45330.0,6.986609604906135,13195.958891266462,480.0,777.0
Siwan,39726.0,7.969391094218038,13191.334608704408,480.0,776.0
Bahraich,23216.0,13.630529353490976,13185.265394610273,480.0,776.0
Kurnool,23177.0,13.64979722150315,13181.72292511577,480.0,776.0
Sikar,36652.0,8.626851826589911,13174.64054784056,480.0,775.0
Jhansi,32451.0,9.741926537655614,13172.302419727597,480.0,775.0
Amritsar,37561.0,8.416085405462967,13171.52432977477,480.0,775.0
Durg,22048.0,14.337611683069527,13171.485932846539,480.0,775.0
Nalgonda,22645.0,13.952795195619535,13165.043633533514,480.0,775.0
Balaghat,34283.0,9.21493991366235,13163.157710836933,480.0,775.0
East Delhi,45931.0,6.877666985979274,13162.421763875587,480.0,775.0
Rohtas,39032.0,8.09161478748751,13159.662849383854,480.0,775.0
Surguja,43638.0,7.237104424940993,13158.865120648963,480.0,775.0
Sultanpur,35660.0,8.853088808502285,13154.214454632978,480.0,774.0
Jabalpur,35172.0,8.975066101839479,13152.959372245754,480.0,774.0
Kamrup Metro,24873.0,12.69056042453968,13152.179559982313,480.0,774.0
Chamrajanagar,24042.0,13.12024289814083,13143.203323212578,480.0,774.0
Kokrajhar,25086.0,12.573843026268586,13142.80942320724,480.0,774.0
Banaskantha,32491.0,9.706850917148836,13141.053881211787,480.0,774.0
Firozabad,34591.0,9.110921600370029,13131.495378266654,480.0,773.0
Supaul,38622.0,8.15731558915672,13127.160111850451,480.0,773.0
Pudukkottai,29541.0,10.663969941100806,13126.014001252455,480.0,773.0
Alwar,22689.0,13.883428823270163,13125.046523799032,480.0,773.0
Nagaur,33219.0,9.482390126429861,13124.813233744731,480.0,773.0
Dibrugarh,21329.0,14.767229254571026,13123.759698781061,480.0,772.0
Pali,35962.0,8.75594360870895,13120.051835682969,480.0,772.0
Rajkot,39552.0,7.95540161302556,13110.501858266121,480.0,772.0
Wardha,21427.0,14.6828915437745,13108.763212852344,480.0,772.0
Bikaner,31276.0,10.053713591456981,13101.664428600356,480.0,771.0
Baran,40883.0,7.689438411114373,13098.637940066203,480.0,771.0
Parbhani,40264.0,7.803799826151745,13092.174841673912,480.0,771.0
Gurgaon,46384.0,6.7715856419101,13087.217850598254,480.0,770.0
Una,22432.0,13.998127758213347,13083.583411343407,480.0,770.0
Patiala,39024.0,8.043561819346573,13078.831518257528,480.0,770.0
Karbi Anglong,25965.0,12.086382192097359,13075.95473407533,480.0,770.0
Banaskantha,32178.0,9.752633705211473,13075.843640262283,480.0,770.0
Nalgonda,36779.0,8.531402936378466,13074.019524877653,480.0,770.0
Karbi Anglong,25949.0,12.090751445086704,13072.621218689786,480.0,769.0
Buldana,25007.0,12.544185860524632,13070.518992255811,480.0,769.0
Una,22353.0,14.02992752974859,13067.123753019596,480.0,769.0
Bara Banki,22564.0,13.881231996454687,13050.671615333482,480.0,768.0
Kokrajhar,24639.0,12.711241883116884,13049.678698254871,480.0,768.0
Satna,30918.0,10.12872343866231,13048.327969856724,480.0,768.0
Rewa,36999.0,8.463378378378378,13047.355692567566,480.0,768.0
Amritsar,36922.0,8.47520515667741,13038.396866451805,480.0,767.0
Begusarai,41386.0,7.558412061758523,13033.85173283076,480.0,767.0
Firozabad,34118.0,9.16791230692576,13032.951336987213,480.0,767.0
Sultanpur,35446.0,8.815978785228651,13020.46600088395,480.0,766.0
Una,22090.0,14.137431533203568,13012.327607019452,480.0,766.0
Jalandhar,30755.0,10.154278839901158,13012.28523838167,480.0,766.0
Baloda Bazar,21844.0,14.295262073701076,13011.07103074693,480.0,766.0
Baleswar,29960.0,10.422549314108341,13010.815727111913,480.0,766.0
Surat,24610.0,12.686603551257567,13009.054724852029,480.0,766.0
Pathankot,24133.0,12.932170382033645,13003.836159567414,480.0,765.0
Bara Banki,37920.0,8.22209329922734,12990.907412779197,480.0,765.0
Namakkal,29267.0,10.652419024190243,12990.181149207328,480.0,765.0
Dhanbad,34324.0,9.08259286234523,12989.621558630733,480.0,765.0
Chamrajanagar,23303.0,13.377746309646412,12989.23426057043,480.0,765.0
East Champaran,24431.0,12.756835297969875,12985.926798529252,480.0,764.0
Ganjam,22264.0,13.98607680215585,12974.41724679991,480.0,764.0
Kolkata,40537.0,7.68007795155163,12971.971663418684,480.0,764.0
Sikar,32478.0,9.584038917454356,12969.600665045107,480.0,763.0
Ujjain,32241.0,9.65185162210781,12966.05617284908,480.0,763.0
Varanasi,23401.0,13.2948038629177,12962.987716505711,480.0,763.0
Jalandhar,30517.0,10.194475391572187,12962.700230192017,480.0,763.0
Thanjavur,21828.0,14.252141646433643,12962.322827431395,480.0,763.0
Kokrajhar,24219.0,12.84496284062758,12962.173126548309,480.0,763.0
Rohtas,43911.0,7.0829158316633265,12959.079878507013,480.0,763.0
Sitamarhi,23759.0,13.086910774410775,12955.496378717735,480.0,763.0
Patiala,38418.0,8.091569275618834,12952.57951794685,480.0,762.0
Mahasamund,36406.0,8.535171807619413,12947.144367841349,480.0,762.0
Katihar,22723.0,13.674309100510474,12946.72190378748,480.0,762.0
Buldana,24409.0,12.729004506349856,12945.927958145567,480.0,762.0
West Delhi,40811.0,7.612589434480055,12944.8911421069,480.0,762.0
Ranchi,37869.0,8.203987325059414,12944.866500528122,480.0,762.0
Palamu,37824.0,8.210707204230006,12940.074553866489,480.0,762.0
Chamrajanagar,23036.0,13.474844814863046,12933.60521479938,480.0,761.0
Bhopal,21484.0,14.447754247149174,12933.148010239702,480.0,761.0
Banaskantha,30256.0,10.258452589483426,12932.489231142104,480.0,761.0
Buldana,24328.0,12.754737144971022,12929.051885952293,480.0,761.0
Chhatarpur,40731.0,7.615020131591868,12923.641040827848,480.0,761.0
Nalanda,41347.0,7.498669826835639,12918.645888757215,480.0,760.0
Banka,43123.0,7.189152212225211,12917.408785324491,480.0,760.0
Puruliya,41872.0,7.400234041028825,12910.941656914958,480.0,760.0
Bankura,45423.0,6.821393976752377,12910.34077525097,480.0,760.0
Dungarpur,38013.0,8.149760614510443,12908.202093307727,480.0,760.0
Buldana,24211.0,12.792210474145053,12904.67532456358,480.0,760.0
Bhilwara,21779.0,14.216483011937557,12900.865979874501,480.0,759.0
Rajkot,38528.0,8.033948454410963,12897.165252147732,480.0,759.0
Gautam Buddha Nagar,42449.0,7.29057714958775,12894.904559285433,480.0,759.0
Guntur,23050.0,13.425881740488482,12894.440588260812,480.0,759.0
Sambhal,40285.0,7.6812043886213575,12893.221616483808,480.0,759.0
Visakhapatnam,22462.0,13.77109023727908,12888.592871240113,480.0,759.0
Bhojpur,43219.0,7.155830633965756,12886.160173723585,480.0,759.0
Kokrajhar,23854.0,12.96499685600503,12886.126458464332,480.0,759.0
Pudukkottai,28381.0,10.89546191247974,12884.337689086979,480.0,758.0
Bastar,33454.0,9.243162457031834,12884.198201564292,480.0,758.0
Bhopal,30693.0,10.074444516843682,12883.955231478463,480.0,758.0
Basti,35121.0,8.804025966630602,12883.59149891806,480.0,758.0
Nadia,46756.0,6.612699702718309,12882.641137512386,480.0,758.0
Bishnupur,25542.0,12.10468621540148,12882.412304741027,480.0,758.0
Jabalpur,31310.0,9.873526875538948,12880.838603046854,480.0,758.0
Dehradun,21704.0,14.2418797512094,12879.406588343698,480.0,758.0
Morena,43898.0,7.039568099501127,12875.95668466252,480.0,758.0
Bhopal,33078.0,9.342180839807734,12875.860742465007,480.0,758.0
Bara Banki,37358.0,8.27056398725876,12873.822059833865,480.0,758.0
Tiruppur,21928.0,14.08682566464499,12870.66304893064,480.0,758.0
Jalpaiguri,44415.0,6.95323757204611,12867.83528176783,480.0,757.0
Basti,35028.0,8.814125438922035,12864.21607810671,480.0,757.0
Faridabad,37173.0,8.29652445257438,12850.279311481143,480.0,756.0
Paschim Medinipur,23227.0,13.277725159290512,12850.071761451696,480.0,756.0
Pratapgarh,22296.0,13.829214692559537,12847.340449387812,480.0,756.0
Chamrajanagar,22600.0,13.638334586965179,12842.76506939221,480.0,756.0
Rohtas,39034.0,7.89470987575253,12840.087720421843,480.0,756.0
Barddhaman,22970.0,13.415175656262244,12839.441034347656,480.0,756.0
Mahabubnagar,36393.0,8.464444688684948,12835.272314804639,480.0,756.0
Hingoli,39777.0,7.7441047815375335,12834.885662300769,480.0,755.0
Rohtas,37398.0,8.226690553223348,12819.240554560281,480.0,755.0
Betul,28378.0,10.84041016244406,12817.881649576562,480.0,754.0
Namakkal,28986.0,10.610273570911097,12814.557905267879,480.0,754.0
Cuddapah,22044.0,13.950555681560445,12813.585393513267,480.0,754.0
Bastar,33100.0,9.288541131687865,12810.446310786181,480.0,754.0
Bhandara,27344.0,11.23861766319254,12804.531724264036,480.0,754.0
Nagaur,21524.0,14.274564459930314,12801.905226480838,480.0,754.0
Khammam,21794.0,14.096811195228263,12801.079299533532,480.0,754.0
Thoothukkudi,21159.0,14.51961247637051,12800.853349480152,480.0,753.0
Rajkot,41355.0,7.428063642518619,12799.482164014895,480.0,753.0
Gurgaon,45912.0,6.6869949687452355,12792.221375209636,480.0,753.0
Chhindwara,32193.0,9.536093682052556,12791.477662763247,480.0,753.0
Bhilwara,34046.0,9.016066026375304,12790.040997248901,480.0,753.0
Namakkal,28304.0,10.844727080021197,12789.548136371666,480.0,753.0
Puducherry,23991.0,12.791138712904301,12786.342035886963,480.0,753.0
Puducherry,23960.0,12.801218646967989,12779.883282556373,480.0,752.0
Tiruvannamalai,21262.0,14.425527912335983,12779.815603003653,480.0,752.0
Meerut,22973.0,13.349656133019936,12778.402097661125,480.0,752.0
Dindigul,32528.0,9.42758769098343,12777.523850512875,480.0,752.0
Malda,46489.0,6.592062809206281,12769.100330716283,480.0,752.0
Nalanda,41102.0,7.453957132082817,12765.522751786164,480.0,751.0
Mungeli,29962.0,10.22093915829523,12759.990794201736,480.0,751.0
Karbi Anglong,24430.0,12.531619663542221,12756.144515847354,480.0,751.0
Malda,46387.0,6.5955635078037425,12747.850184853844,480.0,750.0
Nainital,30857.0,9.912340397951908,12744.378652483418,480.0,750.0
Karimnagar,37078.0,8.242671053696162,12734.239888706095,480.0,750.0
Moradabad,36451.0,8.38102161746955,12729.02579076594,480.0,749.0
Parbhani,38479.0,7.933861746361746,12720.294422427234,480.0,749.0
Balaghat,33556.0,9.089608725452216,12708.787932969773,480.0,748.0
Dhar,43581.0,6.997728419989904,12707.000094649165,480.0,748.0
Vadodara,36320.0,8.395143305525728,12704.650202362267,480.0,748.0
Cuddapah,36514.0,8.339312611255648,12687.569195307866,480.0,747.0
Rohtas,38264.0,7.952959623676989,12679.668626682344,480.0,746.0
Morena,38540.0,7.891855426688462,12673.00450602389,480.0,746.0
Pathankot,22522.0,13.49953380988323,12668.187519424588,480.0,746.0
Una,20396.0,14.896308280629505,12659.379320488306,480.0,745.0
South West Delhi,42284.0,7.185290292065744,12659.283946237829,480.0,745.0
Firozabad,44441.0,6.83418838036092,12654.923575484154,480.0,745.0
Chhindwara,35515.0,8.551216353192927,12654.018699318616,480.0,745.0
Mirzapur,37458.0,8.098721268586988,12640.079219947143,480.0,744.0
Shimoga,23051.0,13.156992885649835,12636.743458629764,480.0,744.0
Rewa,34991.0,8.662122770919067,12629.014078217879,480.0,743.0
Ujjain,35707.0,8.487313767223032,12627.354695259699,480.0,743.0
Thanjavur,21292.0,14.233316113276663,12627.323611828615,480.0,743.0
Haora,20842.0,14.54061315549585,12627.310807785187,480.0,743.0
Shahjahanpur,21784.0,13.908652742712876,12624.420472802389,480.0,743.0
East Delhi,45055.0,6.7197487571022725,12614.928343801788,480.0,743.0
Namakkal,28023.0,10.803061661433057,12613.924872430773,480.0,742.0
Mahabubnagar,35308.0,8.570902602735847,12609.226212391555,480.0,742.0
Puruliya,40399.0,7.487747524752475,12604.063010519803,480.0,742.0
Puducherry,23080.0,13.098652571379056,12596.53755614286,480.0,741.0
Pathankot,22171.0,13.634088038968068,12595.056912998378,480.0,741.0
Bankura,43882.0,6.885354237404006,12589.296443573443,480.0,741.0
Bara Banki,35979.0,8.395914396887159,12586.525170233464,480.0,741.0
Bhandara,26292.0,11.488228806146122,12585.354657133077,480.0,741.0
Bhilwara,36332.0,8.313379021825888,12585.070275874088,480.0,741.0
Bhandara,26283.0,11.490450464160705,12583.479564563992,480.0,741.0
Thrissur,30431.0,9.921299947423764,12579.794945835522,480.0,740.0
Morena,38082.0,7.926633931150382,12577.586390252867,480.0,740.0
Bulandshahr,22232.0,13.5753159717537,12575.267695167844,480.0,740.0
Saharsa,35775.0,8.435962656529517,12574.856834889311,480.0,740.0
Bhojpur,42715.0,7.063278396853638,12571.164030066797,480.0,740.0
Sikar,30560.0,9.871731945944177,12570.005344502251,480.0,740.0
Madhepura,37361.0,8.074648038113592,12569.871889665079,480.0,740.0
Rewa,29378.0,10.26549576227918,12565.822271009907,480.0,740.0
Mirzapur,37094.0,8.129127914813317,12564.244619670217,480.0,740.0
Sikar,33722.0,8.941968389526435,12564.210751317103,480.0,740.0
Puducherry,22922.0,13.154473672730445,12563.61856359697,480.0,740.0
Siddharthnagar,37010.0,8.14703736726919,12563.410540109697,480.0,740.0
Unnao,38806.0,7.7692168938593555,12562.176282629423,480.0,739.0
Pathankot,22013.0,13.696057054601617,12562.137664289394,480.0,739.0
Mungeli,39246.0,7.6816062374194205,12561.346599740107,480.0,739.0
Gorakhpur,22929.0,13.147623201046663,12560.910515699958,480.0,739.0
Mau,37463.0,8.046791586589793,12560.706383683893,480.0,739.0
South West Delhi,42114.0,7.153745696307729,12553.035260595987,480.0,739.0
Banaskantha,29639.0,10.159750337381917,12546.868343735943,480.0,739.0
Shimoga,22605.0,13.317924444837654,12543.820086481464,480.0,738.0
Moradabad,22204.0,13.5555055167755,12541.1018539368,480.0,738.0
Balaghat,31297.0,9.617068183270497,12541.057622159033,480.0,738.0
Dindigul,20873.0,14.41961291558877,12540.857516128517,480.0,738.0
Fatehpur,37726.0,7.977575741511385,12540.084267677437,480.0,738.0
Almora,22960.0,13.10003919689909,12532.370831700127,480.0,738.0
West Delhi,40145.0,7.490036367259503,12528.6462484847,480.0,737.0
Kozhikode,35146.0,8.554072893845847,12526.726913629422,480.0,737.0
Shimoga,22516.0,13.35080161655638,12525.277049932643,480.0,737.0
Muzaffarnagar,40094.0,7.49719416386083,12524.687616909838,480.0,737.0
Supaul,35722.0,8.413627074993702,12522.982765538545,480.0,737.0
Erode,21002.0,14.3103366185783,12522.737069307559,480.0,737.0
Medchal-malkajgiri,21083.0,14.25417378106621,12521.697742759121,480.0,737.0
Basti,33383.0,9.002066858375269,12521.499913880898,480.0,737.0
Amritsar,40536.0,7.410267163332264,12515.941238868194,480.0,737.0
Wardha,20478.0,14.66819668929147,12515.638825137947,480.0,737.0
Banka,42480.0,7.070925825663237,12515.538711423931,480.0,737.0
Kozhikode,35055.0,8.563298722044728,12507.76819588658,480.0,736.0
Thrissur,30066.0,9.981042338776732,12503.75078990255,480.0,736.0
Hisar,32857.0,9.133087832491327,12503.57778800698,480.0,736.0
Thoothukkudi,20682.0,14.50853357830102,12502.728811100904,480.0,736.0
Baran,39929.0,7.514775857751064,12502.395217672592,480.0,736.0
Deoria,37936.0,7.908638005113741,12500.920473416454,480.0,736.0
Sultanpur,32509.0,9.226545678252846,12497.74056059674,480.0,736.0
Kishanganj,34813.0,8.61277072442121,12493.182801219817,480.0,735.0
Rewa,34335.0,8.732088769804287,12492.344496301257,480.0,735.0
Darbhanga,22184.0,13.50281721884156,12481.104049282547,480.0,735.0
Bhojpur,41257.0,7.258349895777789,12477.405902087676,480.0,734.0
Morena,43258.0,6.921796620356457,12475.961591807483,480.0,734.0
Namakkal,26753.0,11.183561336622562,12466.409018277642,480.0,734.0
Devbhumi Dwarka,21401.0,13.975563031492383,12462.126018207018,480.0,734.0
Shimoga,22211.0,13.465469115793265,12461.730605453507,480.0,734.0
Banswara,42862.0,6.9743135104869,12455.542736937063,480.0,733.0
Amritsar,32230.0,9.27212931649654,12451.696994611813,480.0,733.0
Bastar,34709.0,8.6028522039758,12441.516547824835,480.0,732.0
Ujjain,20675.0,14.43243373960147,12432.940315260848,480.0,732.0
Osmanabad,38529.0,7.742668050869453,12429.885722164548,480.0,732.0
Basti,32917.0,9.058721672033538,12424.414219930333,480.0,731.0
Almora,22412.0,13.29808593227145,12418.195913086154,480.0,731.0
Sagar,30793.0,9.67737221536663,12416.471776157692,480.0,731.0
Palakkad,28467.0,10.464907966839961,12412.688962168048,480.0,731.0
Namakkal,26474.0,11.248725212464588,12408.281303116146,480.0,730.0
Cuttack,29545.0,10.079367765518175,12408.121693009769,480.0,730.0
Bhandara,25432.0,11.707623953131758,12406.178849001953,480.0,730.0
Sant Kabir Nagar,33899.0,8.778908554572272,12399.842545476893,480.0,730.0
Khammam,34574.0,8.606796818510485,12398.808050132562,480.0,730.0
Birbhum,43582.0,6.8258265837597225,12395.132257225674,480.0,730.0
Hingoli,28742.0,10.348954528059005,12393.735460227997,480.0,730.0
Palamu,44040.0,6.751890284053496,12389.718671238166,480.0,729.0
Almora,22256.0,13.356247472705217,12385.693489688638,480.0,729.0
Mahasamund,40750.0,7.2930725626365,12383.029455309888,480.0,729.0
Rajnandgaon,21594.0,13.760592729798564,12381.093308636257,480.0,729.0
Churu,28278.0,10.507797305420985,12380.812175112276,480.0,729.0
Imphal West,31654.0,9.386510819775706,12380.025562049177,480.0,729.0
Almora,22181.0,13.384500946713551,12370.067312460551,480.0,728.0
Parbhani,36781.0,8.069300201185362,12366.538779158283,480.0,728.0
Sultanpur,32295.0,9.188289571463958,12363.992154601188,480.0,728.0
Haridwar,36524.0,8.124298425735798,12363.828154232262,480.0,728.0
Khammam,34402.0,8.624829230009011,12362.973965448751,480.0,728.0
Tirunelveli,20926.0,14.176900654656663,12361.07596247272,480.0,728.0
Kabeerdham,25803.0,11.496085878158425,12359.729329755075,480.0,728.0
Vizianagaram,34521.0,8.59234690921731,12359.016985545448,480.0,728.0
Kolhapur,22595.0,13.119799964595504,12351.745008334809,480.0,727.0
Agra,23049.0,12.860520607375271,12350.922478308026,480.0,727.0
Lakhimpur,26441.0,11.207359503819681,12347.241360020675,480.0,727.0
Unnao,37751.0,7.846604153422335,12342.381391493607,480.0,727.0
Rohtas,36630.0,8.084682372853594,12339.246471567798,480.0,726.0
Devbhumi Dwarka,20804.0,14.233117039173276,12337.740286790036,480.0,726.0
East Delhi,41124.0,7.196352583586626,12330.950151975687,480.0,726.0
Sonapur,22537.0,13.127384861123437,12327.16135896412,480.0,726.0
Supaul,38352.0,7.713868537011447,12326.76192214429,480.0,726.0
Ganganagar,36054.0,8.20440992927472,12325.074816252947,480.0,726.0
Jalor,33015.0,8.959443905984976,12324.835023170583,480.0,725.0
Mahabubnagar,33938.0,8.715047585373759,12323.803539683942,480.0,725.0
Gonda,21671.0,13.6468715393134,12322.556380352531,480.0,725.0
Pali,34682.0,8.525502407519534,12320.061437399687,480.0,725.0
Karimganj,27243.0,10.852114226985758,12318.50616190721,480.0,725.0
Pratapgarh,21447.0,13.78287019768743,12316.717380408429,480.0,725.0
Unnao,37627.0,7.855984904858085,12316.547667295632,480.0,725.0
Mahasamund,40420.0,7.311793374730956,12314.27867527605,480.0,725.0
Sambhal,39350.0,7.507306040507229,12308.85386224831,480.0,725.0
Gautam Buddha Nagar,41506.0,7.1154263136338445,12305.53685723693,480.0,724.0
Sagar,33881.0,8.716575172658048,12305.261809367805,480.0,724.0
Jalna,33411.0,8.837992338082126,12303.59008365258,480.0,724.0
Jalor,32903.0,8.972921225382931,12301.501128282272,480.0,724.0
Bemetara,30969.0,9.532935098482403,12301.061127704232,480.0,724.0
Ajmer,33703.0,8.759049370994541,12300.260039609542,480.0,724.0
Devbhumi Dwarka,20621.0,14.315051886334983,12299.611872838072,480.0,724.0
Hingoli,37184.0,7.935457845905607,12294.669355923088,480.0,724.0
Kozhikode,34015.0,8.67224247412982,12291.096989896909,480.0,724.0
Namakkal,26472.0,11.143051410871454,12290.785706191215,480.0,723.0
Bangalore,20338.0,14.486946260878115,12276.479710572463,480.0,723.0
Palakkad,27808.0,10.594411881045705,12275.391899504955,480.0,723.0
Chamrajanagar,19850.0,14.835020905747822,12269.798540795595,480.0,722.0
Patiala,35140.0,8.37995503827438,12269.650835206738,480.0,722.0
Jalna,33243.0,8.85738779930213,12268.589275508362,480.0,722.0
